start_date,end_date,location,court_surface,prize_money,currency,year,player_id,player_name,opponent_id,opponent_name,tournament,round,num_sets,sets_won,games_won,games_against,tiebreaks_won,tiebreaks_total,serve_rating,aces,double_faults,first_serve_made,first_serve_attempted,first_serve_points_made,first_serve_points_attempted,round_num,nation,match_ID
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,adrian-partl,A. Partl,andrej-martin,A. Martin,kosice_challenger,2nd Round Qualifying,2,0,3,12,0,0,149,0,5,27,44,12,27,1,Slovakia,1
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,adrian-partl,A. Partl,jozef-kovalik,J. Kovalik,kosice_challenger,1st Round Qualifying,3,2,16,12,0,0,249,2,8,49,104,37,49,0,Slovakia,2
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,agustin-velotti,A. Velotti,dominik-hrbaty,D. Hrbaty,kosice_challenger,Round of 32,2,0,7,12,0,0,225,1,1,34,54,16,34,3,Slovakia,3
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,agustin-velotti_marcel-felder,,andrei-daescu_florin-mergea,,kosice_challenger,Round of 16,3,1,18,22,1,1,,,,,,,,4,Slovakia,4
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,alessandro-giannessi,A. Giannessi,harri-heliovaara,H. Heliovaara,kosice_challenger,Round of 32,3,2,17,15,1,1,276,1,7,68,104,47,68,3,Slovakia,5
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,alessandro-giannessi,A. Giannessi,nils-langer,N. Langer,kosice_challenger,Round of 16,2,2,12,4,0,0,278,1,2,34,50,23,34,4,Slovakia,6
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,alessandro-giannessi,A. Giannessi,simon-greul,S. Greul,kosice_challenger,Quarter-Finals,2,0,3,12,0,0,194,0,2,28,48,13,28,5,Slovakia,7
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,alexander-satschko,A. Satschko,norbert-gombos,N. Gombos,kosice_challenger,1st Round Qualifying,2,0,8,12,0,0,229,0,2,35,70,20,35,0,Slovakia,8
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,alexander-satschko_harri-heliovaara,,andrei-vasilevski_uladzimir-ignatik,,kosice_challenger,Quarter-Finals,2,0,8,12,0,0,,,,,,,,5,Slovakia,9
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,alexander-satschko_harri-heliovaara,,arnau-brugues-davi_victor-estrella-burgos,,kosice_challenger,Round of 16,2,2,12,5,0,0,,,,,,,,4,Slovakia,10
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,aljaz-bedene,A. Bedene,arnau-brugues-davi,A. Brugues-Davi,kosice_challenger,Quarter-Finals,3,2,17,13,0,0,256,13,4,43,91,35,43,5,Slovakia,11
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,aljaz-bedene,A. Bedene,ivo-minar,I. Minar,kosice_challenger,Round of 16,2,2,12,6,0,0,314,7,1,31,49,26,31,4,Slovakia,12
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,aljaz-bedene,A. Bedene,jan-hajek,J. Hajek,kosice_challenger,Semi-Finals,3,2,16,12,0,0,274,11,4,50,83,37,50,6,Slovakia,13
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,aljaz-bedene,A. Bedene,pavol-cervenak,P. Cervenak,kosice_challenger,Round of 32,2,2,13,8,1,1,304,7,2,33,55,25,33,3,Slovakia,14
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,aljaz-bedene,A. Bedene,simon-greul,S. Greul,kosice_challenger,Finals,2,2,13,8,1,1,277,6,2,42,63,29,42,7,Slovakia,15
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,aljaz-bedene_andrej-martin,,mateusz-kowalczyk_tomasz-bednarek,,kosice_challenger,Quarter-Finals,2,0,11,14,0,1,,,,,,,,5,Slovakia,16
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,aljaz-bedene_andrej-martin,,pavol-cervenak_peter-polansky,,kosice_challenger,Round of 16,3,2,22,18,0,1,,,,,,,,4,Slovakia,17
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,andreas-haider-maurer,A. Haider-Maurer,victor-crivoi,V. Crivoi,kosice_challenger,Round of 32,2,0,6,12,0,0,211,6,3,32,56,20,32,3,Slovakia,18
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,andrei-daescu_florin-mergea,,agustin-velotti_marcel-felder,,kosice_challenger,Round of 16,3,2,22,18,0,1,,,,,,,,4,Slovakia,19
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,andrei-daescu_florin-mergea,,nicholas-monroe_simon-stadler,,kosice_challenger,Quarter-Finals,2,0,4,12,0,0,,,,,,,,5,Slovakia,20
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,andrei-vasilevski,A. Vasilevski,marcin-gawron,M. Gawron,kosice_challenger,2nd Round Qualifying,2,0,8,12,0,0,217,1,4,49,69,29,49,1,Slovakia,21
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,andrei-vasilevski,A. Vasilevski,peter-mick,P. Mick,kosice_challenger,1st Round Qualifying,2,2,12,6,0,0,315,4,5,27,46,24,27,0,Slovakia,22
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,andrei-vasilevski_uladzimir-ignatik,,alexander-satschko_harri-heliovaara,,kosice_challenger,Quarter-Finals,2,2,12,8,0,0,,,,,,,,5,Slovakia,23
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,andrei-vasilevski_uladzimir-ignatik,,dominik-sproch_juraj-simcak,,kosice_challenger,Semi-Finals,2,2,12,2,0,0,,,,,,,,6,Slovakia,24
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,andrei-vasilevski_uladzimir-ignatik,,jozef-kovalik_norbert-gombos,,kosice_challenger,Round of 16,2,2,13,9,0,0,,,,,,,,4,Slovakia,25
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,andrei-vasilevski_uladzimir-ignatik,,mateusz-kowalczyk_tomasz-bednarek,,kosice_challenger,Finals,3,1,21,25,0,0,,,,,,,,7,Slovakia,26
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,andrej-martin,A. Martin,adrian-partl,A. Partl,kosice_challenger,2nd Round Qualifying,2,2,12,3,0,0,268,0,1,30,44,22,30,1,Slovakia,27
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,andrej-martin,A. Martin,jan-hajek,J. Hajek,kosice_challenger,Round of 16,2,0,4,12,0,0,182,0,5,33,48,16,33,4,Slovakia,28
2/14/2011,2/19/2011,CHI,Clay,,,2011,andres-alejandro-gevert,,santiago-comba,,copa-milo---chile-deportes-2011_itf_juniors0,1st Round Qualifying,3,1,11,13,0,0,,,,,,,,-1,CHI,29
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,andrej-martin,A. Martin,laurent-rochette,L. Rochette,kosice_challenger,3rd Round Qualifying,2,2,12,4,0,0,269,1,3,37,53,26,37,2,Slovakia,30
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,andrej-martin,A. Martin,marcel-felder,M. Felder,kosice_challenger,Round of 32,2,2,12,7,0,0,275,0,2,34,52,26,34,3,Slovakia,31
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,andrej-martin,A. Martin,marton-fucsovics,M. Fucsovics,kosice_challenger,1st Round Qualifying,2,2,12,6,0,0,306,1,3,49,66,31,49,0,Slovakia,32
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,arnau-brugues-davi,A. Brugues-Davi,aljaz-bedene,A. Bedene,kosice_challenger,Quarter-Finals,3,1,13,17,0,0,232,3,4,62,94,39,62,5,Slovakia,33
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,arnau-brugues-davi,A. Brugues-Davi,dusan-lojda,D. Lojda,kosice_challenger,Round of 16,2,2,13,7,0,0,315,6,0,39,58,31,39,4,Slovakia,34
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,arnau-brugues-davi,A. Brugues-Davi,peter-polansky,P. Polansky,kosice_challenger,Round of 32,2,2,12,6,0,0,280,4,0,35,58,25,35,3,Slovakia,35
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,arnau-brugues-davi_victor-estrella-burgos,,alexander-satschko_harri-heliovaara,,kosice_challenger,Round of 16,2,0,5,12,0,0,,,,,,,,4,Slovakia,36
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,axel-michon,A. Michon,filip-vittek,F. Vittek,kosice_challenger,1st Round Qualifying,2,2,12,6,0,0,283,1,3,34,56,23,34,0,Slovakia,37
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,axel-michon,A. Michon,nicholas-monroe,N. Monroe,kosice_challenger,2nd Round Qualifying,3,2,18,12,0,1,222,4,9,66,107,41,66,1,Slovakia,38
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,axel-michon,A. Michon,nils-langer,N. Langer,kosice_challenger,3rd Round Qualifying,2,0,8,12,0,0,243,1,4,37,60,23,37,2,Slovakia,39
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,damir-dzumhur,D. Dzumhur,jiri-vesely,J. Vesely,kosice_challenger,Round of 16,3,2,17,12,1,1,257,0,5,55,108,40,55,4,Slovakia,40
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,damir-dzumhur,D. Dzumhur,marcin-gawron,M. Gawron,kosice_challenger,Round of 32,3,2,13,9,0,0,263,2,2,50,72,34,50,3,Slovakia,41
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,damir-dzumhur,D. Dzumhur,miloslav-mecir,M. Mecir,kosice_challenger,Quarter-Finals,3,2,17,16,1,1,246,6,3,59,105,42,59,5,Slovakia,42
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,damir-dzumhur,D. Dzumhur,simon-greul,S. Greul,kosice_challenger,Semi-Finals,2,0,6,12,0,0,228,0,3,30,51,15,30,6,Slovakia,43
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,dario-maturi,D. Maturi,marcin-gawron,M. Gawron,kosice_challenger,1st Round Qualifying,2,0,0,12,0,0,114,0,3,22,35,5,22,0,Slovakia,44
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,dominik-hrbaty,D. Hrbaty,agustin-velotti,A. Velotti,kosice_challenger,Round of 32,2,2,12,7,0,0,256,6,8,40,72,25,40,3,Slovakia,45
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,dominik-hrbaty,D. Hrbaty,victor-crivoi,V. Crivoi,kosice_challenger,Round of 16,2,0,7,12,0,0,227,3,5,33,60,21,33,4,Slovakia,46
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,dominik-sproch,D. Sproch,simon-stadler,S. Stadler,kosice_challenger,1st Round Qualifying,2,0,2,12,0,0,98,0,6,21,39,7,21,0,Slovakia,47
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,dominik-sproch_juraj-simcak,,andrei-vasilevski_uladzimir-ignatik,,kosice_challenger,Semi-Finals,2,0,2,12,0,0,,,,,,,,6,Slovakia,48
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,dominik-sproch_juraj-simcak,,gastao-elias_joao-sousa,,kosice_challenger,Quarter-Finals,1,0,0,0,0,0,,,,,,,,5,Slovakia,49
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,dominik-sproch_juraj-simcak,,ivo-minar_marcin-gawron,,kosice_challenger,Round of 16,1,0,0,0,0,0,,,,,,,,4,Slovakia,50
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,dusan-lojda,D. Lojda,arnau-brugues-davi,A. Brugues-Davi,kosice_challenger,Round of 16,2,0,7,13,0,0,245,2,2,32,55,22,32,4,Slovakia,51
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,dusan-lojda,D. Lojda,victor-estrella-burgos,V. Estrella Burgos,kosice_challenger,Round of 32,2,2,13,8,1,1,238,4,4,49,83,32,49,3,Slovakia,52
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,filip-krajinovic,F. Krajinovic,tsung-hua-yang,T. Yang,kosice_challenger,Round of 32,3,1,12,17,0,0,254,6,1,46,73,36,46,3,Slovakia,53
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,filip-vittek,F. Vittek,axel-michon,A. Michon,kosice_challenger,1st Round Qualifying,2,0,6,12,0,0,201,6,6,23,63,17,23,0,Slovakia,54
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,gabriel-moraru,G. Moraru,uladzimir-ignatik,U. Ignatik,kosice_challenger,1st Round Qualifying,2,0,2,12,0,0,156,0,1,24,46,13,24,0,Slovakia,55
2/14/2011,2/19/2011,CHI,Clay,,,2011,andres-moena,,santiago-maresca,,copa-milo---chile-deportes-2011_itf_juniors0,1st Round Qualifying,2,0,0,12,0,0,,,,,,,,-1,CHI,56
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,gastao-elias,G. Elias,ivo-minar,I. Minar,kosice_challenger,Round of 32,2,0,7,13,0,0,198,2,5,44,66,27,44,3,Slovakia,57
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,gastao-elias_joao-sousa,,dominik-sproch_juraj-simcak,,kosice_challenger,Quarter-Finals,1,0,0,0,0,0,,,,,,,,5,Slovakia,58
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,gastao-elias_joao-sousa,,igor-zelenay_travis-parrott,,kosice_challenger,Round of 16,2,2,12,4,0,0,,,,,,,,4,Slovakia,59
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,harri-heliovaara,H. Heliovaara,alessandro-giannessi,A. Giannessi,kosice_challenger,Round of 32,3,1,15,17,0,1,276,7,3,54,90,41,54,3,Slovakia,60
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,igor-zelenay_travis-parrott,,gastao-elias_joao-sousa,,kosice_challenger,Round of 16,2,0,4,12,0,0,,,,,,,,4,Slovakia,61
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,ivan-navarro,I. Navarro,joao-sousa,J. Sousa,kosice_challenger,Round of 32,3,1,11,16,0,0,267,5,2,45,72,31,45,3,Slovakia,62
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,ivo-minar,I. Minar,aljaz-bedene,A. Bedene,kosice_challenger,Round of 16,2,0,6,12,0,0,240,4,1,27,48,18,27,4,Slovakia,63
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,ivo-minar,I. Minar,gastao-elias,G. Elias,kosice_challenger,Round of 32,2,2,13,7,0,0,264,5,2,34,62,21,34,3,Slovakia,64
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,ivo-minar_marcin-gawron,,dominik-sproch_juraj-simcak,,kosice_challenger,Round of 16,1,0,0,0,0,0,,,,,,,,4,Slovakia,65
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,jan-hajek,J. Hajek,aljaz-bedene,A. Bedene,kosice_challenger,Semi-Finals,3,1,12,16,0,0,235,4,3,69,103,43,69,6,Slovakia,66
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,jan-hajek,J. Hajek,andrej-martin,A. Martin,kosice_challenger,Round of 16,2,2,12,4,0,0,289,0,2,43,58,27,43,4,Slovakia,67
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,jan-hajek,J. Hajek,marius-copil,M. Copil,kosice_challenger,Round of 32,2,2,13,8,1,1,308,5,0,43,64,28,43,3,Slovakia,68
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,jan-hajek,J. Hajek,victor-crivoi,V. Crivoi,kosice_challenger,Quarter-Finals,3,2,17,12,0,0,255,3,1,62,90,39,62,5,Slovakia,69
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,jiri-vesely,J. Vesely,damir-dzumhur,D. Dzumhur,kosice_challenger,Round of 16,3,1,12,17,0,1,237,3,5,55,102,37,55,4,Slovakia,70
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,jiri-vesely,J. Vesely,marc-gicquel,M. Gicquel,kosice_challenger,Round of 32,2,1,5,6,0,0,271,5,2,24,36,15,24,3,Slovakia,71
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,jiri-vesely_patrik-fabian,,mateusz-kowalczyk_tomasz-bednarek,,kosice_challenger,Round of 16,3,1,15,19,0,0,,,,,,,,4,Slovakia,72
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,joao-sousa,J. Sousa,ivan-navarro,I. Navarro,kosice_challenger,Round of 32,3,2,16,11,0,0,275,1,2,53,94,33,53,3,Slovakia,73
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,joao-sousa,J. Sousa,miloslav-mecir,M. Mecir,kosice_challenger,Round of 16,2,0,8,12,0,0,255,1,0,40,57,22,40,4,Slovakia,74
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,jozef-kovalik,J. Kovalik,adrian-partl,A. Partl,kosice_challenger,1st Round Qualifying,3,1,12,16,0,0,233,1,3,40,91,29,40,0,Slovakia,75
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,jozef-kovalik_norbert-gombos,,andrei-vasilevski_uladzimir-ignatik,,kosice_challenger,Round of 16,2,0,9,13,0,0,,,,,,,,4,Slovakia,76
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,juraj-masar,J. Masar,nicholas-monroe,N. Monroe,kosice_challenger,1st Round Qualifying,3,1,14,14,0,1,217,8,7,54,101,38,54,0,Slovakia,77
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,juraj-simcak,J. Simcak,laurent-rochette,L. Rochette,kosice_challenger,2nd Round Qualifying,2,0,3,12,0,0,192,2,2,27,41,17,27,1,Slovakia,78
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,juraj-simcak,J. Simcak,robert-januch,R. Januch,kosice_challenger,1st Round Qualifying,3,2,14,15,1,1,266,2,0,45,83,33,45,0,Slovakia,79
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,kamil-capkovic,K. Capkovic,miloslav-mecir,M. Mecir,kosice_challenger,Round of 32,2,0,8,13,0,0,229,2,1,43,63,28,43,3,Slovakia,80
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,laurent-rochette,L. Rochette,andrej-martin,A. Martin,kosice_challenger,3rd Round Qualifying,2,0,4,12,0,0,186,2,1,31,54,16,31,2,Slovakia,81
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,laurent-rochette,L. Rochette,juraj-simcak,J. Simcak,kosice_challenger,2nd Round Qualifying,2,2,12,3,0,0,319,4,1,39,52,28,39,1,Slovakia,82
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,laurent-rochette,L. Rochette,michal-kianicka,M. Kianicka,kosice_challenger,1st Round Qualifying,2,2,12,1,0,0,308,2,0,23,39,18,23,0,Slovakia,83
2/14/2011,2/19/2011,CHI,Clay,,,2011,benjamin-ugarte,,alejandro-andino-vallverdu,,copa-milo---chile-deportes-2011_itf_juniors0,Round of 32,2,2,13,10,1,1,,,,,,,,3,CHI,84
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,leonard-stakhovsky,L. Stakhovsky,marius-copil,M. Copil,kosice_challenger,1st Round Qualifying,2,0,1,12,0,0,144,0,1,25,38,12,25,0,Slovakia,85
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,marcel-felder,M. Felder,andrej-martin,A. Martin,kosice_challenger,Round of 32,2,0,7,12,0,0,226,0,0,48,59,26,48,3,Slovakia,86
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,marc-gicquel,M. Gicquel,jiri-vesely,J. Vesely,kosice_challenger,Round of 32,2,1,6,5,0,0,251,2,4,27,52,21,27,3,Slovakia,87
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,marcin-gawron,M. Gawron,andrei-vasilevski,A. Vasilevski,kosice_challenger,2nd Round Qualifying,2,2,12,8,0,0,260,2,2,26,55,21,26,1,Slovakia,88
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,marcin-gawron,M. Gawron,damir-dzumhur,D. Dzumhur,kosice_challenger,Round of 32,3,1,9,13,0,0,239,2,2,39,65,21,39,3,Slovakia,89
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,marcin-gawron,M. Gawron,dario-maturi,D. Maturi,kosice_challenger,1st Round Qualifying,2,2,12,0,0,0,315,1,1,21,35,16,21,0,Slovakia,90
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,marcin-gawron,M. Gawron,uladzimir-ignatik,U. Ignatik,kosice_challenger,3rd Round Qualifying,2,2,12,7,0,0,255,2,1,36,61,22,36,2,Slovakia,91
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,marek-michalicka,M. Michalicka,matej-maruscak,M. Maruscak,kosice_challenger,1st Round Qualifying,2,2,13,7,1,1,252,2,2,36,57,24,36,0,Slovakia,92
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,marek-michalicka,M. Michalicka,nils-langer,N. Langer,kosice_challenger,2nd Round Qualifying,3,1,12,16,0,1,206,3,3,49,88,26,49,1,Slovakia,93
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,marek-semjan,M. Semjan,nils-langer,N. Langer,kosice_challenger,1st Round Qualifying,2,0,7,12,0,0,245,3,1,39,54,22,39,0,Slovakia,94
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,marius-copil,M. Copil,jan-hajek,J. Hajek,kosice_challenger,Round of 32,2,0,8,13,0,1,230,5,6,39,67,26,39,3,Slovakia,95
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,marius-copil,M. Copil,leonard-stakhovsky,L. Stakhovsky,kosice_challenger,1st Round Qualifying,2,2,12,1,0,0,324,0,2,22,34,19,22,0,Slovakia,96
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,marius-copil,M. Copil,simon-stadler,S. Stadler,kosice_challenger,2nd Round Qualifying,3,2,17,15,0,0,277,12,6,59,98,46,59,1,Slovakia,97
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,marius-copil,M. Copil,steven-diez,S. Diez,kosice_challenger,3rd Round Qualifying,3,2,16,12,0,0,247,6,9,46,97,36,46,2,Slovakia,98
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,marius-copil_victor-crivoi,,nicholas-monroe_simon-stadler,,kosice_challenger,Round of 16,2,0,5,12,0,0,,,,,,,,4,Slovakia,99
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,marton-fucsovics,M. Fucsovics,andrej-martin,A. Martin,kosice_challenger,1st Round Qualifying,2,0,6,12,0,0,227,0,3,28,53,20,28,0,Slovakia,100
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,matej-klobusovsky,M. Klobusovsky,steven-diez,S. Diez,kosice_challenger,1st Round Qualifying,2,0,4,12,0,0,150,0,3,22,40,10,22,0,Slovakia,101
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,matej-maruscak,M. Maruscak,marek-michalicka,M. Michalicka,kosice_challenger,1st Round Qualifying,2,0,7,13,0,1,188,0,3,31,58,19,31,0,Slovakia,102
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,mateusz-kowalczyk_tomasz-bednarek,,aljaz-bedene_andrej-martin,,kosice_challenger,Quarter-Finals,2,2,14,11,1,1,,,,,,,,5,Slovakia,103
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,mateusz-kowalczyk_tomasz-bednarek,,andrei-vasilevski_uladzimir-ignatik,,kosice_challenger,Finals,3,2,25,21,0,0,,,,,,,,7,Slovakia,104
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,mateusz-kowalczyk_tomasz-bednarek,,jiri-vesely_patrik-fabian,,kosice_challenger,Round of 16,3,2,19,15,0,0,,,,,,,,4,Slovakia,105
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,mateusz-kowalczyk_tomasz-bednarek,,nicholas-monroe_simon-stadler,,kosice_challenger,Semi-Finals,2,2,12,8,0,0,,,,,,,,6,Slovakia,106
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,michal-kianicka,M. Kianicka,laurent-rochette,L. Rochette,kosice_challenger,1st Round Qualifying,2,0,1,12,0,0,140,1,6,21,47,12,21,0,Slovakia,107
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,miloslav-mecir,M. Mecir,damir-dzumhur,D. Dzumhur,kosice_challenger,Quarter-Finals,3,1,16,17,0,1,255,1,0,75,103,44,75,5,Slovakia,108
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,miloslav-mecir,M. Mecir,joao-sousa,J. Sousa,kosice_challenger,Round of 16,2,2,12,8,0,0,290,4,1,52,74,33,52,4,Slovakia,109
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,miloslav-mecir,M. Mecir,kamil-capkovic,K. Capkovic,kosice_challenger,Round of 32,2,2,13,8,0,0,260,1,2,46,71,31,46,3,Slovakia,110
2/14/2011,2/19/2011,CHI,Clay,,,2011,benjamin-ugarte,,juan-ignacio-galarza,,copa-milo---chile-deportes-2011_itf_juniors0,Quarter-Finals,2,2,12,2,0,0,,,,,,,,5,CHI,111
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,nicholas-monroe,N. Monroe,axel-michon,A. Michon,kosice_challenger,2nd Round Qualifying,3,1,12,18,1,1,188,6,5,64,109,33,64,1,Slovakia,112
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,nicholas-monroe,N. Monroe,juraj-masar,J. Masar,kosice_challenger,1st Round Qualifying,3,2,14,14,1,1,215,0,6,68,102,39,68,0,Slovakia,113
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,nicholas-monroe_simon-stadler,,andrei-daescu_florin-mergea,,kosice_challenger,Quarter-Finals,2,2,12,4,0,0,,,,,,,,5,Slovakia,114
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,nicholas-monroe_simon-stadler,,marius-copil_victor-crivoi,,kosice_challenger,Round of 16,2,2,12,5,0,0,,,,,,,,4,Slovakia,115
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,nicholas-monroe_simon-stadler,,mateusz-kowalczyk_tomasz-bednarek,,kosice_challenger,Semi-Finals,2,0,8,12,0,0,,,,,,,,6,Slovakia,116
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,nils-langer,N. Langer,alessandro-giannessi,A. Giannessi,kosice_challenger,Round of 16,2,0,4,12,0,0,184,1,3,34,56,16,34,4,Slovakia,117
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,nils-langer,N. Langer,axel-michon,A. Michon,kosice_challenger,3rd Round Qualifying,2,2,12,8,0,0,283,4,4,39,61,29,39,2,Slovakia,118
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,nils-langer,N. Langer,marek-michalicka,M. Michalicka,kosice_challenger,2nd Round Qualifying,3,2,16,12,1,1,218,2,9,56,100,37,56,1,Slovakia,119
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,nils-langer,N. Langer,marek-semjan,M. Semjan,kosice_challenger,1st Round Qualifying,2,2,12,7,0,0,274,2,1,41,59,28,41,0,Slovakia,120
6/11/2012,6/17/2012,Slovakia,Clay,30000,€,2012,nils-langer,N. Langer,peter-gojowczyk,P. Gojowczyk,kosice_challenger,Round of 32,3,2,16,10,0,0,243,4,5,36,70,20,36,3,Slovakia,121
