year	tournament	start_date	end_date	location	court_surface	prize_money	currency	masters	tournament_id
2015	governor-cup_itf_juniors1	6/22/2015	6/27/2015	RUS	Clay			0	622
2012	international-spring-championship_itf_juniors0	4/2/2012	4/8/2012	USA	Hard			0	623
2012	international-spring-championship_itf_juniors1	4/2/2012	4/8/2012	USA	Hard			0	624
2012	gd-tennis-cup_itf_juniors0	4/2/2012	4/8/2012	TUR	Hard			0	625
2015	deloitte-junior-cup_itf_juniors0	6/22/2015	6/27/2015	DEN	Clay			0	626
2015	deloitte-junior-cup_itf_juniors1	6/22/2015	6/27/2015	DEN	Clay			0	627
1994	mexico-1-masters_itf_procircuit2	2/26/1994	3/26/1994	MEX	Hard			25	628
2015	bank-of-bermuda-foundation-itf-junior-circuit-tournament_itf_juniors0	6/22/2015	6/27/2015	BER	Hard			0	629
1994	mexico-1-masters_itf_procircuit3	2/26/1994	3/26/1994	MEX	Hard			25	630
2015	bank-of-bermuda-foundation-itf-junior-circuit-tournament_itf_juniors1	6/22/2015	6/27/2015	BER	Hard			0	631
1994	mexico-1-masters_itf_procircuit0	2/26/1994	3/26/1994	MEX	Hard			25	632
1994	mexico-1-masters_itf_procircuit1	2/26/1994	3/26/1994	MEX	Hard			25	633
1997	mexico-2-masters_itf_procircuit2	4/5/1997	5/3/1997	MEX	Hard			25	634
1997	mexico-2-masters_itf_procircuit3	4/5/1997	5/3/1997	MEX	Hard			25	635
1997	mexico-2-masters_itf_procircuit0	4/5/1997	5/3/1997	MEX	Hard			25	636
1997	mexico-2-masters_itf_procircuit1	4/5/1997	5/3/1997	MEX	Hard			25	637
2000	great-britain-f9-futures_itf_procircuit0	9/25/2000	10/1/2000	GBR	Hard			25	638
2011	italy-f7-futures_itf_procircuit0	4/25/2011	5/1/2011	ITA	Clay			25	639
2000	japan-f8-futures_itf_procircuit0	9/25/2000	10/1/2000	JPN	Hard			25	640
2001	brazil-f10-futures_itf_procircuit0	11/19/2001	11/25/2001	BRA	Hard			25	641
1997	malaysia-1-masters_itf_procircuit3	4/7/1997	5/4/1997	MAS	Hard			25	642
1997	malaysia-1-masters_itf_procircuit0	4/7/1997	5/4/1997	MAS	Hard			25	643
1997	malaysia-1-masters_itf_procircuit1	4/7/1997	5/4/1997	MAS	Hard			25	644
1997	malaysia-1-masters_itf_procircuit2	4/7/1997	5/4/1997	MAS	Hard			25	645
2000	spain-f11-futures_itf_procircuit0	9/25/2000	10/1/2000	ESP	Clay			25	646
2014	portugal-f4-futures_itf_procircuit0	5/12/2014	5/18/2014	POR	Carpet			25	647
2011	argentina-f3-futures_itf_procircuit0	4/25/2011	5/1/2011	ARG	Clay			25	648
2000	uzbekistan-f3-futures_itf_procircuit0	9/25/2000	10/1/2000	UZB	Hard			25	649
2008	sweden-f1-futures_itf_procircuit0	9/15/2008	9/21/2008	SWE	Hard			25	650
2001	usa-f27-futures_itf_procircuit0	11/19/2001	11/25/2001	USA	Hard			25	651
2011	brazil-f11-futures_itf_procircuit0	4/25/2011	5/1/2011	BRA	Clay			25	652
2011	great-britain-f5-futures_itf_procircuit0	4/25/2011	5/1/2011	GBR	Clay			25	653
2014	romania-f1-futures_itf_procircuit0	5/12/2014	5/18/2014	ROU	Clay			25	654
2014	spain-f9-futures_itf_procircuit0	5/12/2014	5/18/2014	ESP	Clay			25	655
2014	croatia-f10-futures_itf_procircuit0	5/19/2014	5/25/2014	CRO	Clay			25	656
2015	igta-junior-cup-powered-by-babolat_itf_juniors0	6/22/2015	6/27/2015	Germany	Clay			0	657
2009	7th-sfax-itf-junior-tournament_itf_juniors1	2/3/2009	2/7/2009	TUN	Hard			0	658
2018	gallipoli-youth-cup_itf_juniors1	4/17/2018	4/21/2018	AUS	Clay			0	659
2011	31st-tashkent-international-junior-tournament_itf_juniors0	4/4/2011	4/9/2011	UZB	Hard			0	660
2013	itf-junior-circuit---colombo-week-1_itf_juniors1	10/7/2013	10/13/2013	SRI	Hard			0	661
2011	bulgaria-f1-futures_itf_procircuit0	5/2/2011	5/8/2011	BUL	Clay			25	662
2010	genova_challenger	9/6/2010	9/12/2010	Italy	Clay	85000	€	100	663
2018	4th-itf-euphemia-tlhapane-memorial_itf_juniors0	4/23/2018	4/28/2018	BOT	Hard			0	664
2018	4th-itf-euphemia-tlhapane-memorial_itf_juniors1	4/23/2018	4/28/2018	BOT	Hard			0	665
2011	31st-tashkent-international-junior-tournament_itf_juniors1	4/4/2011	4/9/2011	UZB	Hard			0	666
2011	india-itf-junior-4---indore_itf_juniors0	4/4/2011	4/9/2011	IND	Hard			0	667
2015	8th-kuwait-itf-junior-tournament_itf_juniors1	10/19/2015	10/24/2015	KUW	Hard			0	668
2011	india-itf-junior-4---indore_itf_juniors1	4/4/2011	4/9/2011	IND	Hard			0	669
2012	30th-all-canadian-junior-championships_itf_juniors0	4/9/2012	4/14/2012	CAN	Hard			0	670
2011	trinidad-&-tobago-itf-international-junior-circuit_itf_juniors0	4/4/2011	4/9/2011	TRI	Hard			0	671
2015	itf-junior-circuit---week-3_itf_juniors0	10/19/2015	10/25/2015	SRI	Clay			0	672
2011	trinidad-&-tobago-itf-international-junior-circuit_itf_juniors1	4/4/2011	4/9/2011	TRI	Hard			0	673
2011	usta-international-spring-championships_itf_juniors0	4/4/2011	4/10/2011	USA	Hard			0	674
2018	ireland-f1-futures_itf_procircuit0	7/30/2018	8/5/2018	IRL	Carpet			25	675
2012	30th-all-canadian-junior-championships_itf_juniors1	4/9/2012	4/14/2012	CAN	Hard			0	676
2011	usta-international-spring-championships_itf_juniors1	4/4/2011	4/10/2011	USA	Hard			0	677
2015	itf-junior-circuit---week-3_itf_juniors1	10/19/2015	10/25/2015	SRI	Clay			0	678
2011	v-torneo-itf-junior-benicarlo_itf_juniors0	4/5/2011	4/9/2011	ESP	Clay			0	679
2015	itf-4-autumn-almere-2015_itf_juniors0	10/20/2015	10/24/2015	NED	Hard			0	680
2012	san-michel-international-tournament_itf_juniors0	4/9/2012	4/14/2012	MLT	Hard			0	681
2015	itf-4-autumn-almere-2015_itf_juniors1	10/20/2015	10/24/2015	NED	Hard			0	682
2012	san-michel-international-tournament_itf_juniors1	4/9/2012	4/14/2012	MLT	Hard			0	683
2015	dunlop-srixon-japan-open-junior-tennis-championships-2015_itf_juniors0	10/20/2015	10/25/2015	JPN	Carpet			0	684
2012	tennis-open-junior-de-cap-d'ail_itf_juniors0	4/9/2012	4/14/2012	FRA	Clay			0	685
2015	dunlop-srixon-japan-open-junior-tennis-championships-2015_itf_juniors1	10/20/2015	10/25/2015	JPN	Carpet			0	686
2015	el-ceibo-cup_itf_juniors0	10/20/2015	10/25/2015	ARG	Clay			0	687
2015	el-ceibo-cup_itf_juniors1	10/20/2015	10/25/2015	ARG	Clay			0	688
2015	14º-torneo-internacional-junior-de-sanxenxo---viajes-interrías_itf_juniors0	10/20/2015	10/25/2015	ESP	Hard			0	689
1997	new-zealand-masters_itf_procircuit3	4/7/1997	5/2/1997	NZL	Hard			25	690
1997	new-zealand-masters_itf_procircuit0	4/7/1997	5/2/1997	NZL	Hard			25	691
1997	new-zealand-masters_itf_procircuit1	4/7/1997	5/2/1997	NZL	Hard			25	692
1997	new-zealand-masters_itf_procircuit2	4/7/1997	5/2/1997	NZL	Hard			25	693
2014	czech-republic-f2-futures_itf_procircuit0	5/19/2014	5/25/2014	CZE	Clay			25	694
2011	great-britain-f6-futures_itf_procircuit0	5/2/2011	5/8/2011	GBR	Clay			25	695
1994	australia-1-masters_itf_procircuit3	2/27/1994	3/27/1994	AUS	Carpet			25	696
1994	australia-1-masters_itf_procircuit0	2/27/1994	3/27/1994	AUS	Carpet			25	697
1994	australia-1-masters_itf_procircuit1	2/27/1994	3/27/1994	AUS	Carpet			25	698
1994	australia-1-masters_itf_procircuit2	2/27/1994	3/27/1994	AUS	Carpet			25	699
2000	australia-3-masters_itf_procircuit3	10/2/2000	10/29/2000	AUS	Hard			25	700
2000	australia-3-masters_itf_procircuit0	10/2/2000	10/29/2000	AUS	Hard			25	701
2000	australia-3-masters_itf_procircuit1	10/2/2000	10/29/2000	AUS	Hard			25	702
2000	australia-3-masters_itf_procircuit2	10/2/2000	10/29/2000	AUS	Hard			25	703
2011	italy-f8-futures_itf_procircuit0	5/2/2011	5/8/2011	ITA	Clay			25	704
2011	kazakhstan-f2-futures_itf_procircuit0	5/2/2011	5/8/2011	KAZ	Hard			25	705
2008	spain-f32-futures_itf_procircuit0	8/18/2008	8/24/2008	ESP	Clay			25	706
2001	vietnam-f1-futures_itf_procircuit0	11/19/2001	11/25/2001	VIE	Hard			25	707
2014	italy-f15-futures_itf_procircuit0	5/19/2014	5/25/2014	ITA	Clay			25	708
2008	austria-f7-futures_itf_procircuit0	8/18/2008	8/24/2008	AUT	Clay			25	709
2011	spain-f14-futures_itf_procircuit0	5/2/2011	5/8/2011	ESP	Clay			25	710
2011	czech-republic-f1-futures_itf_procircuit0	5/9/2011	5/15/2011	CZE	Clay			25	711
2001	spain-f15-futures_itf_procircuit0	11/20/2001	11/25/2001	ESP	Clay			25	712
2011	great-britain-f7-futures_itf_procircuit0	5/9/2011	5/15/2011	GBR	Clay			25	713
2018	serbia-junior-tour-2018-/-nis_itf_juniors0	4/23/2018	4/28/2018	SRB	Clay			0	714
2014	morocco-f1-futures_itf_procircuit0	5/19/2014	5/25/2014	MAR	Clay			25	715
2014	portugal-f5-futures_itf_procircuit0	5/19/2014	5/25/2014	POR	Hard			25	716
2018	martinique---le-diamant-itf-junior-2018_itf_juniors0	4/23/2018	4/28/2018	MRN	Hard			0	717
2018	serbia-junior-tour-2018-/-nis_itf_juniors1	4/23/2018	4/28/2018	SRB	Clay			0	718
2009	itf-oslo-indoor-2009_itf_juniors0	2/23/2009	2/27/2009	NOR	Hard			0	719
2009	itf-oslo-indoor-2009_itf_juniors1	2/23/2009	2/27/2009	NOR	Hard			0	720
2011	v-torneo-itf-junior-benicarlo_itf_juniors1	4/5/2011	4/9/2011	ESP	Clay			0	721
2011	aegon-junior-international-nottingham-(week-1)_itf_juniors0	4/5/2011	4/10/2011	GBR	Hard			0	722
2008	las-vegas	3/3/2008	3/9/2008	USA	Hard	411000	$		723
2011	aegon-junior-international-nottingham-(week-1)_itf_juniors1	4/5/2011	4/10/2011	GBR	Hard			0	724
2012	vi-itf-junior-benicarlo_itf_juniors1	4/10/2012	4/14/2012	ESP	Clay			0	725
2008	indian-wells	3/13/2008	3/23/2008	USA	Hard	3339000	$	1000	726
2011	china-junior-5-ningbo_itf_juniors0	4/5/2011	4/10/2011	CHN	Hard			0	727
2011	china-junior-5-ningbo_itf_juniors1	4/5/2011	4/10/2011	CHN	Hard			0	728
2015	14º-torneo-internacional-junior-de-sanxenxo---viajes-interrías_itf_juniors1	10/20/2015	10/25/2015	ESP	Hard			0	729
2011	jeju-international-junior-championships_itf_juniors0	4/5/2011	4/10/2011	KOR	Hard			0	730
2011	jeju-international-junior-championships_itf_juniors1	4/5/2011	4/10/2011	KOR	Hard			0	731
2012	china-junior-6-jiaxing_itf_juniors0	4/10/2012	4/15/2012	CHN	Hard			0	732
2011	29th-all-canadian-itf-junior-championships_itf_juniors0	4/11/2011	4/16/2011	CAN	Hard			0	733
2009	10th-black-gold-of-udmurtia_itf_juniors0	3/3/2009	3/8/2009	RUS	Hard			0	734
2011	29th-all-canadian-itf-junior-championships_itf_juniors1	4/11/2011	4/16/2011	CAN	Hard			0	735
2015	hong-kong-open-junior-tennis-championships-2015_itf_juniors0	10/20/2015	10/25/2015	HKG	Hard			0	736
2011	open-d'istres-ouest-provence_itf_juniors0	4/11/2011	4/17/2011	FRA	Clay			0	737
2012	china-junior-6-jiaxing_itf_juniors1	4/10/2012	4/15/2012	CHN	Hard			0	738
2011	open-d'istres-ouest-provence_itf_juniors1	4/11/2011	4/17/2011	FRA	Clay			0	739
2011	easter-bowl---us-closed-championships_itf_juniors0	4/11/2011	4/17/2011	USA	Hard			0	740
2011	easter-bowl---us-closed-championships_itf_juniors1	4/11/2011	4/17/2011	USA	Hard			0	741
2011	ix-open-itf-junior-pilar-de-la-horadada_itf_juniors0	4/12/2011	4/17/2011	ESP	Hard			0	742
2011	ix-open-itf-junior-pilar-de-la-horadada_itf_juniors1	4/12/2011	4/17/2011	ESP	Hard			0	743
2012	queensland-junior-claycourt-international-#1_itf_juniors0	4/10/2012	4/15/2012	AUS	Clay			0	744
2011	aegon-junior-international-nottingham-(week-2)_itf_juniors0	4/12/2011	4/17/2011	GBR	Hard			0	745
2015	hong-kong-open-junior-tennis-championships-2015_itf_juniors1	10/20/2015	10/25/2015	HKG	Hard			0	746
2012	queensland-junior-claycourt-international-#1_itf_juniors1	4/10/2012	4/15/2012	AUS	Clay			0	747
1997	bulgaria-masters_itf_procircuit3	4/12/1997	5/10/1997	BUL	Clay			25	748
1997	bulgaria-masters_itf_procircuit0	4/12/1997	5/10/1997	BUL	Clay			25	749
2012	aegon-junior-international-nottingham-(week-1)_itf_juniors0	4/10/2012	4/15/2012	GBR	Hard			0	750
2015	mtv-total-junior-cup_itf_juniors0	10/21/2015	10/25/2015	FIN	Hard			0	751
2007	dusseldorf	5/20/2007	5/27/2007	Germany	Clay	902000	$		752
2007	poertschach	5/20/2007	5/27/2007	Austria	Clay	391000	$		753
2009	doha	1/5/2009	1/11/2009	Qatar	Hard	1024000	$	250	754
1997	bulgaria-masters_itf_procircuit1	4/12/1997	5/10/1997	BUL	Clay			25	755
2009	chennai	1/5/2009	1/11/2009	India	Hard	398250	$	250	756
2009	10th-black-gold-of-udmurtia_itf_juniors1	3/3/2009	3/8/2009	RUS	Hard			0	757
2012	aegon-junior-international-nottingham-(week-1)_itf_juniors1	4/10/2012	4/15/2012	GBR	Hard			0	758
2013	latvian-open_itf_juniors0	10/8/2013	10/12/2013	LAT	Hard			0	759
1997	bulgaria-masters_itf_procircuit2	4/12/1997	5/10/1997	BUL	Clay			25	760
2013	latvian-open_itf_juniors1	10/8/2013	10/12/2013	LAT	Hard			0	761
2013	mian-chang-cup-international-junior-championships-2013_itf_juniors0	10/8/2013	10/13/2013	TPE	Hard			0	762
2018	germany-f13-futures-live_itf_procircuit0	8/20/2018	8/26/2018	Germany	Clay			25	763
2009	latvian-open_itf_juniors0	3/3/2009	3/8/2009	LAT	Clay			0	764
2018	nottingham-junior-international-(week-2)_itf_juniors1	4/24/2018	4/29/2018	GBR	Hard			0	765
2000	italy-5_itf_procircuit2	10/2/2000	10/29/2000	ITA	Clay			25	766
2009	latvian-open_itf_juniors1	3/3/2009	3/8/2009	LAT	Clay			0	767
2000	italy-5_itf_procircuit3	10/2/2000	10/29/2000	ITA	Clay			25	768
2000	italy-5_itf_procircuit0	10/2/2000	10/29/2000	ITA	Clay			25	769
2000	italy-5_itf_procircuit1	10/2/2000	10/29/2000	ITA	Clay			25	770
2009	itf-kramfors-junior-challenge-2009_itf_juniors0	3/9/2009	3/13/2009	SWE	Clay			0	771
2004	china-1-satellite_itf_procircuit3	7/5/2004	8/1/2004	CHN	Hard			25	772
2000	france-f20-futures_itf_procircuit0	10/2/2000	10/8/2000	FRA	Hard			25	773
2004	china-1-satellite_itf_procircuit0	7/5/2004	8/1/2004	CHN	Hard			25	774
2000	great-britain-f10-futures_itf_procircuit0	10/2/2000	10/8/2000	GBR	Hard			25	775
2004	china-1-satellite_itf_procircuit1	7/5/2004	8/1/2004	CHN	Hard			25	776
2000	bolivia-f3-futures_itf_procircuit0	10/2/2000	10/8/2000	BOL	Clay			25	777
2004	china-1-satellite_itf_procircuit2	7/5/2004	8/1/2004	CHN	Hard			25	778
2011	kazakhstan-f3-futures_itf_procircuit0	5/9/2011	5/15/2011	KAZ	Hard			25	779
2014	romania-f2-futures_itf_procircuit0	5/19/2014	5/25/2014	ROU	Clay			25	780
2011	morocco-f1-futures_itf_procircuit0	5/9/2011	5/15/2011	MAR	Clay			25	781
2008	bolivia-f2-futures_itf_procircuit0	9/15/2008	9/21/2008	BOL	Clay			25	782
2011	bavarian-junior-championships_itf_juniors1	2/22/2011	2/27/2011	Germany	Carpet			0	783
2014	slovenia-f1-futures_itf_procircuit0	5/19/2014	5/25/2014	SLO	Clay			25	784
2008	ecuador-f4-futures_itf_procircuit0	9/15/2008	9/21/2008	ECU	Clay			25	785
2004	germany-f9-futures_itf_procircuit0	6/28/2004	7/4/2004	Germany	Clay			25	786
1997	germany-1-masters_itf_procircuit0	4/13/1997	5/11/1997	Germany	Clay			25	787
2009	itf-kramfors-junior-challenge-2009_itf_juniors1	3/9/2009	3/13/2009	SWE	Clay			0	788
2009	panama-bowl-2009_itf_juniors0	3/9/2009	3/14/2009	PAN	Clay			0	789
2009	panama-bowl-2009_itf_juniors1	3/9/2009	3/14/2009	PAN	Clay			0	790
2011	aegon-junior-international-nottingham-(week-2)_itf_juniors1	4/12/2011	4/17/2011	GBR	Hard			0	791
2011	china-junior-6-jiaxing_itf_juniors0	4/12/2011	4/17/2011	CHN	Hard			0	792
2011	china-junior-6-jiaxing_itf_juniors1	4/12/2011	4/17/2011	CHN	Hard			0	793
2012	alex-podolsky-itf-junior-tournament_itf_juniors0	4/16/2012	4/21/2012	ISR	Hard			0	794
1997	great-britain-2-masters_itf_procircuit0	4/21/1997	5/16/1997	GBR	Clay			25	795
2011	malta-u18-itf-junior-tournament_itf_juniors0	4/18/2011	4/23/2011	MLT	Hard			0	796
1997	great-britain-2-masters_itf_procircuit1	4/21/1997	5/16/1997	GBR	Clay			25	797
2011	malta-u18-itf-junior-tournament_itf_juniors1	4/18/2011	4/23/2011	MLT	Hard			0	798
1997	great-britain-2-masters_itf_procircuit2	4/21/1997	5/16/1997	GBR	Clay			25	799
2011	saadia-rees-itf-junior-tournament_itf_juniors0	4/18/2011	4/23/2011	ISR	Hard			0	800
2012	alex-podolsky-itf-junior-tournament_itf_juniors1	4/16/2012	4/21/2012	ISR	Hard			0	801
2011	saadia-rees-itf-junior-tournament_itf_juniors1	4/18/2011	4/23/2011	ISR	Hard			0	802
2015	tihta-aruba-2015_itf_juniors1	6/29/2015	7/3/2015	ARU	Hard			0	803
2011	25th-international-pascuas-bowl_itf_juniors0	4/18/2011	4/23/2011	PAR	Clay			0	804
2011	25th-international-pascuas-bowl_itf_juniors1	4/18/2011	4/23/2011	PAR	Clay			0	805
1997	great-britain-2-masters_itf_procircuit3	4/21/1997	5/16/1997	GBR	Clay			25	806
2012	open-d'istres-ouest-provence_itf_juniors0	4/16/2012	4/22/2012	FRA	Clay			0	807
2015	mtv-total-junior-cup_itf_juniors1	10/21/2015	10/25/2015	FIN	Hard			0	808
2012	open-d'istres-ouest-provence_itf_juniors1	4/16/2012	4/22/2012	FRA	Clay			0	809
2000	spain-f12-futures_itf_procircuit0	10/2/2000	10/8/2000	ESP	Hard			25	810
2015	curro-junior-itf-week-2_itf_juniors0	10/26/2015	10/30/2015	RSA	Hard			0	811
2012	gallipoli-youth-tennis-cup_itf_juniors0	4/17/2012	4/22/2012	AUS	Clay			0	812
2012	gallipoli-youth-tennis-cup_itf_juniors1	4/17/2012	4/22/2012	AUS	Clay			0	813
2015	curro-junior-itf-week-2_itf_juniors1	10/26/2015	10/30/2015	RSA	Hard			0	814
2017	bishkek-open---2_itf_juniors1	5/29/2017	6/3/2017	KGZ	Clay			0	815
2015	7th-bahrain-itf-juniors-championships_itf_juniors0	10/26/2015	10/31/2015	BRN	Hard			0	816
2017	el-salvador-itf-junior-2017_itf_juniors0	5/29/2017	6/3/2017	ESA	Hard			0	817
2015	7th-bahrain-itf-juniors-championships_itf_juniors1	10/26/2015	10/31/2015	BRN	Hard			0	818
2000	uzbekistan-f4-futures_itf_procircuit0	10/2/2000	10/8/2000	UZB	Hard			25	819
2017	el-salvador-itf-junior-2017_itf_juniors1	5/29/2017	6/3/2017	ESA	Hard			0	820
2018	almaty-open-2018_itf_juniors1	4/30/2018	5/5/2018	KAZ	Clay			0	821
2011	spain-f15-futures_itf_procircuit0	5/9/2011	5/15/2011	ESP	Clay			25	822
2004	venezuela-1-satellite_itf_procircuit2	7/26/2004	8/22/2004	VEN	Hard			25	823
2004	venezuela-1-satellite_itf_procircuit3	7/26/2004	8/22/2004	VEN	Hard			25	824
2004	venezuela-1-satellite_itf_procircuit0	7/26/2004	8/22/2004	VEN	Hard			25	825
2004	venezuela-1-satellite_itf_procircuit1	7/26/2004	8/22/2004	VEN	Hard			25	826
2000	spain-f13-futures_itf_procircuit0	10/9/2000	10/15/2000	ESP	Hard			25	827
2010	astana_challenger	11/1/2010	11/7/2010	Kazakhstan	Hard	125000	$	100	828
2004	estonia-f1-futures_itf_procircuit0	7/26/2004	8/1/2004	EST	Clay			25	829
2004	italy-f18-futures_itf_procircuit0	7/26/2004	8/1/2004	ITA	Clay			25	830
2011	sweden-f2-futures_itf_procircuit0	5/9/2011	5/15/2011	SWE	Clay			25	831
2014	spain-f10-futures_itf_procircuit0	5/19/2014	5/25/2014	ESP	Clay			25	832
2011	turkey-f17-futures_itf_procircuit0	5/9/2011	5/15/2011	TUR	Clay			25	833
2011	usa-f12-futures_itf_procircuit0	5/9/2011	5/15/2011	USA	Clay			25	834
2015	igta-junior-cup-powered-by-babolat_itf_juniors1	6/22/2015	6/27/2015	Germany	Clay			0	835
2014	thailand-f4-futures_itf_procircuit0	5/19/2014	5/25/2014	THA	Hard			25	836
1997	germany-1-masters_itf_procircuit1	4/13/1997	5/11/1997	Germany	Clay			25	837
1997	germany-1-masters_itf_procircuit2	4/13/1997	5/11/1997	Germany	Clay			25	838
1997	germany-1-masters_itf_procircuit3	4/13/1997	5/11/1997	Germany	Clay			25	839
2008	germany-f20-futures_itf_procircuit0	9/15/2008	9/21/2008	Germany	Clay			25	840
2010	8th-sfax-itf-junior-tournament_itf_juniors1	2/2/2010	2/6/2010	TUN	Hard			0	841
2018	skopje-open-2018_itf_juniors1	4/30/2018	5/6/2018	MKD	Clay			0	842
2018	almaty-open-2018_itf_juniors0	4/30/2018	5/5/2018	KAZ	Clay			0	843
2011	open-international-juniors-de-beaulieu-sur-mer_itf_juniors0	4/18/2011	4/24/2011	FRA	Clay			0	844
2018	van-der-valk-hotel-gladbeck-junior-cup-powered-by-babolat_itf_juniors0	6/25/2018	6/30/2018	Germany	Clay			0	845
2011	open-international-juniors-de-beaulieu-sur-mer_itf_juniors1	4/18/2011	4/24/2011	FRA	Clay			0	846
2015	ace-tennis-u18-canadian-world-ranking-event-2_itf_juniors0	10/26/2015	10/31/2015	CAN	Hard			0	847
2011	campeonato-int.-junior-de-tenis-de-la-comunidad-valenciana_itf_juniors0	4/19/2011	4/23/2011	ESP	Clay			0	848
2012	aegon-junior-international-nottingham-(week-2)_itf_juniors0	4/17/2012	4/22/2012	GBR	Hard			0	849
2011	campeonato-int.-junior-de-tenis-de-la-comunidad-valenciana_itf_juniors1	4/19/2011	4/23/2011	ESP	Clay			0	850
2018	allianz-kundler-german-juniors-supported-by-optimal-systems_itf_juniors1	6/19/2018	6/24/2018	Germany	Clay			0	851
2011	33rd-profstav-slovakia-cup-2011_itf_juniors0	4/19/2011	4/24/2011	SVK	Clay			0	852
2011	33rd-profstav-slovakia-cup-2011_itf_juniors1	4/19/2011	4/24/2011	SVK	Clay			0	853
2012	aegon-junior-international-nottingham-(week-2)_itf_juniors1	4/17/2012	4/22/2012	GBR	Hard			0	854
2011	mostar-open-18&u-2011_itf_juniors0	4/20/2011	4/24/2011	BIH	Clay			0	855
2015	ace-tennis-u18-canadian-world-ranking-event-2_itf_juniors1	10/26/2015	10/31/2015	CAN	Hard			0	856
2011	mostar-open-18&u-2011_itf_juniors1	4/20/2011	4/24/2011	BIH	Clay			0	857
2011	plovdiv-cup_itf_juniors0	4/20/2011	4/24/2011	BUL	Clay			0	858
2012	x-internacional-junior-pilar-de-la-horadada_itf_juniors0	4/17/2012	4/22/2012	ESP	Hard			0	859
2011	plovdiv-cup_itf_juniors1	4/20/2011	4/24/2011	BUL	Clay			0	860
2018	van-der-valk-hotel-gladbeck-junior-cup-powered-by-babolat_itf_juniors1	6/25/2018	6/30/2018	Germany	Clay			0	861
2018	allianz-kundler-german-juniors-supported-by-optimal-systems_itf_juniors0	6/19/2018	6/24/2018	Germany	Clay			0	862
2011	36th-city-of-florence-international-tournament_itf_juniors0	4/20/2011	4/25/2011	ITA	Clay			0	863
2015	alfa-ts-cup_itf_juniors0	10/26/2015	10/31/2015	HUN	Clay			0	864
2011	36th-city-of-florence-international-tournament_itf_juniors1	4/20/2011	4/25/2011	ITA	Clay			0	865
2012	x-internacional-junior-pilar-de-la-horadada_itf_juniors1	4/17/2012	4/22/2012	ESP	Hard			0	866
2011	alex-podolsky-itf-junior-tournament_itf_juniors0	4/25/2011	4/30/2011	ISR	Hard			0	867
2014	tunisia-f2-futures_itf_procircuit0	5/19/2014	5/25/2014	TUN	Hard			25	868
2011	alex-podolsky-itf-junior-tournament_itf_juniors1	4/25/2011	4/30/2011	ISR	Hard			0	869
2018	korea-f5-futures-live_itf_procircuit0	8/20/2018	8/26/2018	KOR	Hard			25	870
2011	san-michel-international-tournament_itf_juniors0	4/25/2011	4/30/2011	MLT	Hard			0	871
2011	san-michel-international-tournament_itf_juniors1	4/25/2011	4/30/2011	MLT	Hard			0	872
2011	queensland-junior-claycourt-international-1_itf_juniors0	4/25/2011	4/30/2011	AUS	Clay			0	873
2011	queensland-junior-claycourt-international-1_itf_juniors1	4/25/2011	4/30/2011	AUS	Clay			0	874
2018	2nd-kl-itf-international-junior-championship-2018_itf_juniors1	5/1/2018	5/6/2018	MAS	Hard			0	875
2018	russia-f7-futures-live_itf_procircuit0	8/20/2018	8/26/2018	RUS	Clay			25	876
2018	ozerov-cup_itf_juniors0	5/7/2018	5/12/2018	RUS	Clay			0	877
2011	19th-international-junior-tournament-of-offenbach_itf_juniors1	6/7/2011	6/12/2011	Germany	Clay			0	878
2014	turkey-f17-futures_itf_procircuit0	5/19/2014	5/25/2014	TUR	Hard			25	879
2018	serbia-f3-futures-live_itf_procircuit0	8/20/2018	8/26/2018	SRB	Clay			25	880
2018	italy-f24-futures-live_itf_procircuit0	8/20/2018	8/26/2018	ITA	Clay			25	881
2011	venezuela-f3-futures_itf_procircuit0	5/9/2011	5/15/2011	VEN	Hard			25	882
2006	mexico-f2-futures_itf_procircuit0	2/13/2006	2/19/2006	MEX	Hard			25	883
2008	greece-f4-futures_itf_procircuit0	9/15/2008	9/21/2008	GRE	Hard			25	884
1994	france-1-masters_itf_procircuit2	3/5/1994	4/2/1994	FRA	Carpet			25	885
2011	china-f6-futures_itf_procircuit0	5/16/2011	5/22/2011	CHN	Hard			25	886
2018	netherlands-f5-futures-live_itf_procircuit0	8/20/2018	8/26/2018	NED	Clay			25	887
